"","County","totpop","medage","totpoprace","totpopwhite","totpopeduc","bachdegree","medincome","perc.white","perc.bachdegree","year","coal.prod.by.year","year.peak.prod","sum.coal.prod"
"458","Lancaster",538500,38.2,538500,481798,360762,58556,30177,89.4703806870938,10.8739090064995,2016,NA,NA,NA
"459","Lawrence",87294,45,87294,81410,62570,9014,25535,93.2595596490022,10.3260246981465,2016,NA,NA,NA
"460","Lebanon",138863,41.2,138863,120894,94270,12637,28036,87.059907966845,9.10033630268682,2016,NA,NA,NA
"461","Lehigh",363147,39,363147,286600,247963,45139,30974,78.9212082159566,12.4299526087232,2016,NA,NA,NA
"462","Luzerne",316383,43.1,316383,285321,226048,33130,26160,90.1821526441054,10.4714855096513,2016,829607,2006.54014366724,17569907
"463","Lycoming",115248,40.6,115248,106461,80588,11087,25525,92.3755726780508,9.62012355962793,2016,58314,2005.74094306558,1731905
"464","Mercer",112913,45.1,112913,103190,79823,10153,24807,91.3889454712921,8.99187870307228,2016,58543,2000.35184198511,1522135
"465","Monroe",166098,41.9,166098,124741,113148,18361,28541,75.100844080001,11.0543173307325,2016,NA,NA,NA
"466","Montgomery",821725,41.4,821725,654626,576833,158426,40175,79.6648513797195,19.279686026347,2016,80564,2010.24444444444,1812690
"467","Northampton",302294,41.6,302294,262942,211011,39593,30651,86.9822093723329,13.0975143403442,2016,NA,NA,NA
"468","Northumberland",92541,44.7,92541,87742,67758,7897,25582,94.8141904669282,8.53351487448806,2016,709707,2004.80819566612,18758158
"469","Philadelphia",1567872,34.1,1567872,634111,1057805,178859,24659,40.4440541064577,11.4077552249163,2016,NA,NA,NA
"470","Schuylkill",143573,44.4,143573,133893,105640,10268,27005,93.2577852381715,7.15176251802219,2016,2000011,2004.25995002268,80374465
"471","Somerset",75061,45.7,75061,71676,55951,6062,24784,95.4903345279173,8.07609810687308,2016,888066,2004.01647133705,44044269
"472","Washington",207981,44.6,207981,194397,149408,29940,30029,93.4686341540814,14.3955457469673,2016,241625,2000.24139447007,10426900
"473","Westmoreland",355458,46.7,355458,336698,261528,46507,29690,94.7223019315925,13.0836835856838,2016,218401,2000.44483438831,12280685
"474","York",443744,41.2,443744,391834,308230,48456,31088,88.3018136583255,10.9198096199611,2016,NA,NA,NA
"475","Adams",102336,43.7,102336,94224,72118,9951,31103,92.0731707317073,9.72385084427767,2017,NA,NA,NA
"476","Allegheny",1223048,41,1223048,974521,884094,210333,32438,79.6797018596163,17.1974444175535,2017,58782,1998.74220226086,3432854
"477","Armstrong",65642,46.4,0,0,48197,5096,26336,0,7.76332226318516,2017,369648,2001.3255563187,31591514
"478","Beaver",166140,45.2,166140,149367,121242,19078,30929,89.9042975803539,11.4830865535091,2017,NA,NA,NA
"479","Berks",417854,39.8,417854,339051,282963,44019,29885,81.1410205478468,10.5345407726144,2017,80564,2008.06666666667,1208460
"480","Blair",123457,43.3,123457,117516,88809,13188,25319,95.1877981807431,10.6822618401549,2017,NA,NA,NA
"481","Bucks",628341,44,628341,552398,448774,108643,40535,87.913728373606,17.2904521589392,2017,NA,NA,NA
"482","Butler",187108,43.3,187108,179865,132893,31664,34421,96.1289736408919,16.9228466981636,2017,58981,1997.42729691212,6959278
"483","Cambria",133054,45.5,133054,124342,95164,13073,25630,93.4522825319043,9.82533407488689,2017,491621,2003.98430337814,17956284
"484","Carbon",63853,45.9,0,0,47267,4693,26284,0,7.34969382801121,2017,40282,2014.70892443327,917851
"485","Centre",162660,32.1,162660,141962,98303,23959,25710,87.2752981679577,14.7294971105373,2017,NA,NA,NA
"486","Chester",519293,40,519293,443075,353899,109477,41732,85.3227368749434,21.0819325506025,2017,NA,NA,NA
"487","Clearfield",79685,45,79685,75051,59076,7075,23699,94.1846018698626,8.87870992031123,2017,1047340,2003.53912402734,59160819
"488","Columbia",65932,40.4,0,0,43858,5704,28412,0,8.65133774191591,2017,99307,2001.39014480495,5428751
"489","Crawford",86159,43.7,86159,82305,60553,8853,26118,95.5268747316009,10.27518889495,2017,NA,NA,NA
"490","Cumberland",250066,40.2,250066,219512,175140,37260,35861,87.7816256508282,14.900066382475,2017,NA,NA,NA
"491","Dauphin",275710,39.7,275710,194341,191345,33258,32171,70.4874687171303,12.0626745493453,2017,116556,2006.48859888947,2611193
"492","Delaware",564696,38.9,564696,385543,383800,86594,36343,68.2744343859351,15.3346225225608,2017,NA,NA,NA
"493","Erie",274541,39.4,274541,236901,187649,32628,25724,86.2898437756109,11.8845636899407,2017,NA,NA,NA
"494","Fayette",131504,45.6,131504,121719,96474,12661,23765,92.5591616985035,9.62784401995377,2017,156617,1999.99593369558,15980112
"495","Franklin",154234,41.9,154234,143122,108529,14342,31842,92.7953628901539,9.29885758004072,2017,NA,NA,NA
"496","Indiana",84953,40.9,84953,80324,55222,7998,22109,94.5511047284969,9.41461749437924,2017,1136218,2004.09677169248,40137626
"497","Lackawanna",210761,42.6,210761,193469,148344,27390,26490,91.7954460265419,12.9957629732256,2017,88506,2001.89810822662,1993262
"498","Lancaster",542903,38.8,542903,483054,364909,63410,31433,88.9761154386695,11.6798028377077,2017,NA,NA,NA
"499","Lawrence",87069,45.7,87069,81047,62545,9646,26408,93.0836463035064,11.0785698698733,2017,NA,NA,NA
"500","Lebanon",139754,41.2,139754,120690,95764,13840,30865,86.358887759921,9.90311547433347,2017,NA,NA,NA
"501","Lehigh",366494,39.5,366494,290937,248992,44298,30166,79.3838371160237,12.0869645887791,2017,NA,NA,NA
"502","Luzerne",317343,43.2,317343,280817,227239,34880,27197,88.4900565003797,10.9912618208059,2017,516061,2006.54014366724,17569907
"503","Lycoming",113841,40.6,113841,104782,80315,13030,26364,92.0424100280215,11.4457884242057,2017,58880,2005.74094306558,1731905
"504","Mercer",111750,45,111750,101560,79064,12976,25907,90.8814317673378,11.6116331096197,2017,59215,2000.35184198511,1522135
"505","Monroe",168046,42.7,168046,128453,116911,17336,31432,76.4391892696047,10.3162229389572,2017,NA,NA,NA
"506","Montgomery",826075,41.2,826075,653389,580456,162775,42480,79.0956026995128,19.7046273038162,2017,80564,2010.24444444444,1812690
"507","Northampton",303405,42.6,303405,260162,212826,40172,31847,85.7474332987261,13.2403882599166,2017,NA,NA,NA
"508","Northumberland",92029,44.6,92029,86841,67075,7873,25595,94.3626465570635,8.55491203859653,2017,466842,2004.80819566612,18758158
"509","Philadelphia",1580863,34.4,1580863,665060,1075853,176732,25984,42.0694266359577,11.1794633690585,2017,NA,NA,NA
"510","Schuylkill",142569,44.6,142569,133712,104560,12468,27332,93.7875695277374,8.74523914736023,2017,2134899,2004.25995002268,80374465
"511","Somerset",74501,46.1,74501,70900,55223,5493,24943,95.1665078321096,7.37305539522959,2017,1103148,2004.01647133705,44044269
"512","Washington",207298,44.5,207298,193401,148873,30381,30615,93.2961244199172,14.6557130314812,2017,89380,2000.24139447007,10426900
"513","Westmoreland",352627,47.2,352627,334051,261007,51308,31156,94.7321107005419,14.550218786423,2017,177428,2000.44483438831,12280685
"514","York",446078,41.2,446078,397989,310781,50969,32055,89.219598366205,11.426028631764,2017,NA,NA,NA
"515","Adams",102811,43.8,102811,96606,72399,9519,31810,93.9646535876511,9.25873690558403,2018,NA,NA,NA
"516","Allegheny",1218452,40.5,1218452,971262,883285,217881,33723,79.7127831051203,17.8817877109644,2018,24327,1998.74220226086,3432854
"517","Armstrong",65263,46.6,0,0,48205,6845,26838,0,10.4883318266093,2018,372000,2001.3255563187,31591514
"518","Beaver",164742,45.6,164742,148316,121468,19050,29980,90.0292578698814,11.5635357103835,2018,NA,NA,NA
"519","Berks",420152,40.2,420152,349164,285902,46063,31174,83.1042099049868,10.9634132409223,2018,80564,2008.06666666667,1208460
"520","Blair",122492,44,0,0,88373,10764,27009,0,8.7875126538876,2018,NA,NA,NA
"521","Bucks",628195,44,628195,546729,449655,111114,40974,87.0317337769323,17.6878198648509,2018,NA,NA,NA
"522","Butler",187888,43.7,187888,179306,134132,32203,32853,95.4323852507877,17.1394660648897,2018,59426,1997.42729691212,6959278
"523","Cambria",131730,45.9,131730,123050,94597,13530,25417,93.4107644424201,10.2710088818037,2018,372994,2003.98430337814,17956284
"524","Carbon",64227,46.9,0,0,47648,4782,29165,0,7.44546685973189,2018,99771,2014.70892443327,917851
"525","Centre",162805,31.6,162805,142490,97947,23042,26560,87.5218820060809,14.153127975185,2018,NA,NA,NA
"526","Chester",522046,40.6,522046,441393,356729,113385,44436,84.5505951582811,21.7193504020718,2018,NA,NA,NA
"527","Clearfield",79388,45.2,79388,74891,59073,5413,26472,94.3354159318789,6.81841084294856,2018,1148044,2003.53912402734,59160819
"528","Columbia",65456,41,65456,61574,43494,7463,28706,94.0692984600342,11.4015521877292,2018,99889,2001.39014480495,5428751
"529","Crawford",85063,43.2,85063,81136,59468,7889,26925,95.3834216992112,9.27430257573798,2018,NA,NA,NA
"530","Cumberland",251423,40.7,251423,218641,174824,41533,35550,86.961415622278,16.5191728680351,2018,NA,NA,NA
"531","Dauphin",277097,40,277097,192416,192199,37522,33119,69.4399434133174,13.5411065439178,2018,87325,2006.48859888947,2611193
"532","Delaware",564751,39,564751,387267,385378,85305,36237,68.5730525488224,15.1048869324711,2018,NA,NA,NA
"533","Erie",272061,40,272061,234857,187350,31866,25590,86.3251256152113,11.7128144055929,2018,NA,NA,NA
"534","Fayette",130441,45.1,130441,120140,96617,11280,27332,92.1029430930459,8.64758779831495,2018,102996,1999.99593369558,15980112
"535","Franklin",154835,40.7,154835,143190,108906,13695,30651,92.47909064488,8.84489940904834,2018,NA,NA,NA
"536","Indiana",84501,40.6,84501,80084,55678,7030,22512,94.7728429249358,8.31942817244766,2018,679900,2004.09677169248,40137626
"537","Lackawanna",210793,42.1,210793,190838,149659,27313,27997,90.5333668575332,12.9572613891353,2018,23553,2001.89810822662,1993262
"538","Lancaster",543557,38.7,543557,476288,366770,65673,32478,87.6242969918518,12.0820815480253,2018,NA,NA,NA
"539","Lawrence",86184,45.5,86184,80253,62518,9904,25213,93.1182121971596,11.4916921934466,2018,NA,NA,NA
"540","Lebanon",141314,41.3,141314,121786,97746,13537,30569,86.1811285506036,9.57937642413349,2018,NA,NA,NA
"541","Lehigh",368100,38.5,368100,289058,251148,45932,31061,78.5270306981798,12.4781309426786,2018,NA,NA,NA
"542","Luzerne",317646,43.2,317646,277736,227418,33892,27444,87.4356988597369,10.6697392695013,2018,639206,2006.54014366724,17569907
"543","Lycoming",113664,41.7,113664,104565,79981,13710,27275,91.9948268581081,12.0618665540541,2018,59352,2005.74094306558,1731905
"544","Mercer",110683,44.8,110683,100638,78655,10418,25822,90.9245322226539,9.41246623239341,2018,55818,2000.35184198511,1522135
"545","Monroe",169507,42.5,169507,128299,118492,15381,27999,75.6894995486912,9.07396154731073,2018,NA,NA,NA
"546","Montgomery",828604,41.2,828604,650976,583988,160580,42155,78.5629806276581,19.3795830094955,2018,80564,2010.24444444444,1812690
"547","Northampton",304807,42.4,304807,258795,212696,40154,32115,84.9045461554361,13.1735819715426,2018,NA,NA,NA
"548","Northumberland",91083,44.6,91083,85247,67050,7145,27344,93.5926572466871,7.84449348396517,2018,660577,2004.80819566612,18758158
"549","Philadelphia",1584138,34.5,1584138,623482,1083271,191678,26262,39.3578084737567,12.0998296865551,2018,NA,NA,NA
"550","Schuylkill",142067,44.6,142067,132576,104443,12247,27539,93.319349321095,8.62058043036032,2018,2118855,2004.25995002268,80374465
"551","Somerset",73952,46.8,73952,70202,55804,5736,25728,94.9291432280398,7.75638251839031,2018,1096932,2004.01647133705,44044269
"552","Washington",207346,44.3,207346,194060,149271,28151,31976,93.592352878763,13.5768232808928,2018,59729,2000.24139447007,10426900
"553","Westmoreland",350611,47.4,350611,331653,261101,48031,31375,94.5928678792166,13.6992279192609,2018,178265,2000.44483438831,12280685
"554","York",448273,40.9,448273,393886,311944,52368,32653,87.8674379228729,11.6821668938348,2018,NA,NA,NA
"555","Adams",103009,44.3,103009,95929,72723,8696,30717,93.1268141618693,8.44198079779437,2019,NA,NA,NA
"556","Allegheny",1216045,40.5,1216045,965716,884569,219464,37278,79.4144953517345,18.0473584447944,2019,NA,NA,NA
"557","Armstrong",64735,47.3,0,0,48151,5305,30427,0,8.19494863674983,2019,297342,2001.3255563187,31591514
"558","Beaver",163929,45.3,163929,147858,121056,21231,32449,90.196365499698,12.9513386893106,2019,NA,NA,NA
"559","Berks",421164,39.9,421164,338473,287425,46869,32628,80.3660806716623,11.128444026555,2019,80564,2008.06666666667,1208460
"560","Blair",121829,43.1,0,0,88001,13087,29996,0,10.742105738371,2019,NA,NA,NA
"561","Bucks",628270,44,628270,544515,453452,112760,43303,86.6689480637306,17.9476976459166,2019,NA,NA,NA
"562","Butler",187853,43.8,187853,180218,134990,32941,37181,95.9356518128537,17.5355197947331,2019,60125,1997.42729691212,6959278
"563","Cambria",130192,46.3,130192,121803,93957,12408,26776,93.5564397197985,9.53053951087624,2019,463544,2003.98430337814,17956284
"564","Carbon",64182,47.6,64182,60043,48384,5726,29255,93.5511514131688,8.92150447165872,2019,100366,2014.70892443327,917851
"565","Centre",162385,33.4,162385,142448,100886,21785,26855,87.722388151615,13.4156479970441,2019,NA,NA,NA
"566","Chester",524989,40.4,524989,431961,359177,114996,46870,82.2800096763932,21.9044589505685,2019,NA,NA,NA
"567","Clearfield",79255,45.7,79255,74153,59496,6167,25728,93.5625512585957,7.78121254179547,2019,1338752,2003.53912402734,59160819
"568","Columbia",64964,41.5,64964,61974,44205,6975,30054,95.3974508958808,10.7367157194754,2019,100422,2001.39014480495,5428751
"569","Crawford",84629,43.9,84629,80721,59674,8054,27158,95.382197591842,9.51683229153127,2019,NA,NA,NA
"570","Cumberland",253370,41.3,253370,220155,177952,42061,38476,86.8907131862494,16.6006235939535,2019,NA,NA,NA
"571","Dauphin",278299,39.6,278299,192332,193469,38007,33636,69.1098422919234,13.6568942037161,2019,110481,2006.48859888947,2611193
"572","Delaware",566747,39,566747,383843,386376,91180,36907,67.7273986452509,16.0883074811159,2019,NA,NA,NA
"573","Erie",269728,40.2,269728,231216,186755,34869,28179,85.7219124451299,12.9274676711354,2019,NA,NA,NA
"574","Fayette",129274,45.4,129274,118980,95435,11195,26734,92.0370685520677,8.65990067608336,2019,106143,1999.99593369558,15980112
"575","Franklin",155027,41.8,155027,140780,109489,14550,33518,90.8099879375851,9.38546188728415,2019,NA,NA,NA
"576","Indiana",84073,40,84073,79268,56900,7954,25898,94.284728747636,9.46082571098926,2019,728242,2004.09677169248,40137626
"577","Lackawanna",209674,42,209674,188220,149972,27364,28794,89.7679254461688,13.0507359043086,2019,18235,2001.89810822662,1993262
"578","Lancaster",545724,38.5,545724,475780,369623,68160,33951,87.1832648005219,12.4898300239682,2019,NA,NA,NA
"579","Lawrence",85512,45.2,0,0,61638,8999,28167,0,10.5236691926279,2019,NA,NA,NA
"580","Lebanon",141793,41.4,141793,121918,98178,13483,32044,85.983088022681,9.50893203472668,2019,NA,NA,NA
"581","Lehigh",369318,39,369318,298131,252649,47347,31131,80.7247412798726,12.820117080673,2019,NA,NA,NA
"582","Luzerne",317417,42.5,317417,266628,227307,28992,30345,83.9992817019882,9.13372629695322,2019,415063,2006.54014366724,17569907
"583","Lycoming",113299,42.1,113299,104295,80491,12418,29512,92.0528866097671,10.9603791736909,2019,59823,2005.74094306558,1731905
"584","Mercer",109424,45.5,109424,99721,78317,11396,29088,91.1326582833748,10.4145342886387,2019,40209,2000.35184198511,1522135
"585","Monroe",170271,43.1,170271,132835,119245,20295,30635,78.0138720040406,11.9192346318516,2019,NA,NA,NA
"586","Montgomery",830915,41.1,830915,654804,586787,167194,45657,78.8051726109169,20.1216730953226,2019,80564,2010.24444444444,1812690
"587","Northampton",305285,41.9,305285,254300,215118,41470,34745,83.29921221154,13.584028039373,2019,NA,NA,NA
"588","Northumberland",90843,44.1,90843,86161,66938,7640,27456,94.8460530805896,8.41011415298922,2019,515079,2004.80819566612,18758158
"589","Philadelphia",1584064,34.7,1584064,617726,1088441,195772,27270,38.9962779281645,12.3588440871076,2019,NA,NA,NA
"590","Schuylkill",141359,44.7,141359,133171,104188,11939,30798,94.2076556851704,8.4458718581767,2019,2103869,2004.25995002268,80374465
"591","Somerset",73447,46.4,73447,69857,54894,6310,27102,95.1121216659632,8.5912290495187,2019,1269471,2004.01647133705,44044269
"592","Washington",206865,44.3,206865,192989,148862,30201,32467,93.2922437338361,14.5993764049017,2019,74577,2000.24139447007,10426900
"593","Westmoreland",348899,47,348899,329199,259586,49531,32229,94.3536668204839,14.1963720159702,2019,89555,2000.44483438831,12280685
"594","York",449058,41,449058,391737,314523,54403,35477,87.2352791844261,12.114916113286,2019,NA,NA,NA
"595","Allegheny",NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,12696,1998.74220226086,3432854
"596","Allegheny",NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,34641,1998.74220226086,3432854
"597","Allegheny",NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,39470,1998.74220226086,3432854
"598","Allegheny",NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,150037,1998.74220226086,3432854
"599","Allegheny",NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,143338,1998.74220226086,3432854
"600","Allegheny",NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,164842,1998.74220226086,3432854
"601","Allegheny",NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,155777,1998.74220226086,3432854
"602","Allegheny",NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,221152,1998.74220226086,3432854
"603","Allegheny",NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,250029,1998.74220226086,3432854
"604","Allegheny",NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,169463,1998.74220226086,3432854
"605","Allegheny",NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,182999,1998.74220226086,3432854
"606","Allegheny",NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,222589,1998.74220226086,3432854
"607","Allegheny",NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,144025,1998.74220226086,3432854
"608","Allegheny",NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,19192,1998.74220226086,3432854
"609","Allegheny",NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,42886,1998.74220226086,3432854
"610","Allegheny",NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,27519,1998.74220226086,3432854
"611","Allegheny",NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,52897,1998.74220226086,3432854
"612","Allegheny",NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,13399,1998.74220226086,3432854
"613","Allegheny",NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,10547,1998.74220226086,3432854
"614","Allegheny",NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,19236,1998.74220226086,3432854
"615","Allegheny",NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,9604,1998.74220226086,3432854
"616","Allegheny",NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,33052,1998.74220226086,3432854
"617","Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,55550,2001.3255563187,31591514
"618","Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,154781,2001.3255563187,31591514
"619","Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,233686,2001.3255563187,31591514
"620","Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,426587,2001.3255563187,31591514
"621","Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,605011,2001.3255563187,31591514
"622","Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,785318,2001.3255563187,31591514
"623","Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,993787,2001.3255563187,31591514
"624","Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,1122160,2001.3255563187,31591514
"625","Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,1077948,2001.3255563187,31591514
"626","Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,1116194,2001.3255563187,31591514
"627","Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,1092534,2001.3255563187,31591514
"628","Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,969461,2001.3255563187,31591514
"629","Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,1191069,2001.3255563187,31591514
"630","Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,1042440,2001.3255563187,31591514
"631","Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,1997,957544,2001.3255563187,31591514
"632","Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,907046,2001.3255563187,31591514
"633","Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,1180844,2001.3255563187,31591514
"634","Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,1082221,2001.3255563187,31591514
"635","Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,1224259,2001.3255563187,31591514
"636","Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,1047893,2001.3255563187,31591514
"637","Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,972940,2001.3255563187,31591514
"638","Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,1059296,2001.3255563187,31591514
"639","Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,221409,2001.3255563187,31591514
"640","Armstrong",NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,262156,2001.3255563187,31591514
"641","Beaver",NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,1645,2001.621837518,1584594
"642","Beaver",NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,5995,2001.621837518,1584594
"643","Beaver",NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,6511,2001.621837518,1584594
"644","Beaver",NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,32629,2001.621837518,1584594
"645","Beaver",NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,53877,2001.621837518,1584594
"646","Beaver",NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,69384,2001.621837518,1584594
"647","Beaver",NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,43612,2001.621837518,1584594
"648","Beaver",NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,73460,2001.621837518,1584594
"649","Beaver",NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,25702,2001.621837518,1584594
"650","Beaver",NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,28290,2001.621837518,1584594
"651","Beaver",NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,62255,2001.621837518,1584594
"652","Beaver",NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,38915,2001.621837518,1584594
"653","Beaver",NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,70620,2001.621837518,1584594
"654","Beaver",NA,NA,NA,NA,NA,NA,NA,NA,NA,1996,73011,2001.621837518,1584594
"655","Beaver",NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,38880,2001.621837518,1584594
"656","Beaver",NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,40729,2001.621837518,1584594
"657","Beaver",NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,42143,2001.621837518,1584594
"658","Beaver",NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,43324,2001.621837518,1584594
"659","Beaver",NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,44457,2001.621837518,1584594
"660","Beaver",NA,NA,NA,NA,NA,NA,NA,NA,NA,2003,45425,2001.621837518,1584594
"661","Beaver",NA,NA,NA,NA,NA,NA,NA,NA,NA,2004,46886,2001.621837518,1584594
"662","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,2293,2006.363166921,1481641
"663","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,12706,2006.363166921,1481641
"664","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,14721,2006.363166921,1481641
"665","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,32931,2006.363166921,1481641
"666","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,32297,2006.363166921,1481641
"667","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,1988,37117,2006.363166921,1481641
"668","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,1989,20881,2006.363166921,1481641
"669","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,1990,23382,2006.363166921,1481641
"670","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,1991,25827,2006.363166921,1481641
"671","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,25167,2006.363166921,1481641
"672","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,32075,2006.363166921,1481641
"673","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,1994,32273,2006.363166921,1481641
"674","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,1995,34544,2006.363166921,1481641
"675","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,1998,38907,2006.363166921,1481641
"676","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,1999,40678,2006.363166921,1481641
"677","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,41946,2006.363166921,1481641
"678","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,42945,2006.363166921,1481641
"679","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,2002,3605,2006.363166921,1481641
"680","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,2005,10547,2006.363166921,1481641
"681","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,2006,48597,2006.363166921,1481641
"682","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,2007,50626,2006.363166921,1481641
"683","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,48623,2006.363166921,1481641
"684","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,2009,74464,2006.363166921,1481641
"685","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,2010,53539,2006.363166921,1481641
"686","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,2011,69205,2006.363166921,1481641
"687","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,2012,111188,2006.363166921,1481641
"688","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,2013,112802,2006.363166921,1481641
"689","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,2014,56926,2006.363166921,1481641
"690","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,2015,57606,2006.363166921,1481641
"691","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,2016,58225,2006.363166921,1481641
"692","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,2017,59219,2006.363166921,1481641
"693","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,59288,2006.363166921,1481641
"694","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,2019,77737,2006.363166921,1481641
"695","Bedford",NA,NA,NA,NA,NA,NA,NA,NA,NA,2020,38754,2006.363166921,1481641
"696","Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA,1983,1473,2001.19523514592,595779
"697","Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA,1984,4034,2001.19523514592,595779
"698","Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA,1985,14306,2001.19523514592,595779
"699","Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA,1986,23326,2001.19523514592,595779
"700","Blair",NA,NA,NA,NA,NA,NA,NA,NA,NA,1987,14454,2001.19523514592,595779
